CWPName,SourceID,CWPStreet,CWPCity,CWPState,CWPZip,RegistryID,FacLat,FacLong,CWPTotalDesignFlowNmbr,CWPActualAverageFlowNmbr,CWPFacilityTypeIndicator,CWPFacilityTypeCode,NPDESIDs
AMERICAN CRYSTAL SUGAR - CROOKSTON,MN0001929,BOX 600 HIGHWAY 75 SOUTH,CROOKSTON,MN,56716,1.10001E+11,47.764444,-96.6325,,10,NON-POTW,POF,MN0001929
AMERICAN CRYSTAL SUGAR - EAST GRAND FORKS,MN0001937,US HIGHWAY 2E,EAST GRAND FORKS,MN,56721,1.10008E+11,47.925833,-97.006111,,10,NON-POTW,POF,MN0001937 MN0065846
AMERICAN CRYSTAL SUGAR - MOORHEAD,MN0001945,2500 NORTH 11TH STREET,MOORHEAD,MN,56560,1.1E+11,46.903056,-96.759722,,10,NON-POTW,POF,MN0001945
AMERICAN CRYSTAL SUGAR DRAYTON,ND0000094,HWY 44 N,DRAYTON,ND,58225,1.10022E+11,48.593129,-97.173682,0.001,0.001,NON-POTW,POF,ND0000094
AMERICAN CRYSTAL SUGAR HILLSBORO,ND0024279,OLD HWY 81,HILLSBORO,ND,58045,1.10056E+11,47.431236,-97.049747,0.001,0.001,NON-POTW,POF,ND0024279
AMERICAN ELEC POWER-COOK PLT,MI0005827,ONE COOK PLACE,BRIDGMAN,MI,49106,1.1001E+11,41.97761,-86.54291,,,NON-POTW,POF,MI0005827
AMERICAN ELECTRIC POWER - CLINCH RIVER PLANT,VA0001015,3464 POWER PLANT RD,CLEVELAND,VA,242250157,1.10001E+11,36.990541,-82.145269,,4.84,NON-POTW,COR,VA0001015
AMERICAN ELECTRIC POWER CO ROCKPORT PLANT,IN0051845,2791 N US 231,ROCKPORT,IN,47635,1.10001E+11,37.9256,-87.0372,,17.25,NON-POTW,POF,IN0051845
AMERICAN NICKELOID COMPANY,IL0001724,2900 WEST MAIN STREET,PERU,IL,61354,1.10001E+11,41.323971,-89.146129,,0.01,NON-POTW,POF,IL0001724
AMERICAN NO 2 WWTP,OH0037338,4140 DILLER RD,ELIDA,OH,45807,1.1001E+11,40.78016,-84.17824,1.2,,POTW,MWD,OH0037338
AMERICAN SAMOA SHIPYARD SERVICES,AS0020036,VILLAGE OF SATALA,AMERICAN SAMOA,AS,96799,1.1001E+11,-14.271722,-170.690778,,,NON-POTW,CTG,AS0020036
"AMERICAN SUGAR REFINING, INC",LA0005665,7417 NORTH PETERS STREET,ARABI,LA,70032,1.1001E+11,29.953741,-89.997638,,4.78,NON-POTW,POF,LA0005665
"AMERICAN SUGAR REFINING, INC.",MD0001341,"1100 KEY HIGHWAY, EAST",BALTIMORE,MD,21230,1.10001E+11,39.28023,-76.57112,25,23.5,NON-POTW,POF,MD0001341
AMERICAN SYNTH RUBBER CO LLC,KY0001589,4500 CAMPGROUND RD,LOUISVILLE,KY,40216,1.1E+11,38.209317,-85.847511,2,1.44,NON-POTW,POF,KY0001589
AMERICAN VALLEY WWTP,CA0078981,900 SPANISH CREEK RD,QUINCY,CA,95971,1.10013E+11,39.95115,-120.93763,1.6,,POTW,MWD,CA0078981 CAL078981
AMERICAN WATER ENTERPRISES-FORT SILL,OK0030295,DIRECTORATE OF PUBLIC WORKS,LAWTON,OK,73503,1.10021E+11,34.653663,-98.36959,4.3,2.28,NON-POTW,POF,OK0030295
"AMERICAN WATER OPERATIONS AND MAINTENANCE, INC. FORT MEADE WWTP",MD0021717,3220 LAUREL - FT. MEADE,FORT MEADE SEWAGE DISPOSAL PLANT,MD,20724,1.1005E+11,39.091332,-76.77656,,4.5,NON-POTW,POF,MD0021717 MDL021717
"AMERICAN WATER OPERATIONS AND MAINTENANCE, LLC.  - SOUTH FORT POLK WWTP",LA0032221,"ON GEORGIA AVENUE, IN FORT POLK, VERNON PARISH",FORT POLK,LA,71459,1.10064E+11,31.04743,-93.205177,,0.881,NON-POTW,POF,LA0032221
"AMERICAN WATER OPERATIONS AND MAINTENANCE, LLC. - NORTH FORT POLK WWTP",LA0032239,"BLDG. 8715, NORTH FORT POLK",FORT POLK,LA,71459,1.10064E+11,31.097706,-93.165732,,2.8,NON-POTW,POF,LA0032239
AMERICAN-BATH WWTP,OH0023841,3226 N COLE ST,LIMA,OH,45801,1.1004E+11,40.78226,-84.12803,1.5,,POTW,MWD,OH0023841
AMERICAS STYRENICS LLC - HANGING ROCK,OH0099309,925 CO RD 1A,IRONTON,OH,45638,1.10047E+11,38.575,-82.791667,,0.33,NON-POTW,POF,OH0099309
"AMERICAS STYRENICS, LLC- ST. JAMES PLANT",LA0029963,9901 HWY 18,ST. JAMES,LA,70086,1.10057E+11,30.08013,-90.916,,3.277,NON-POTW,POF,LA0029963 LAR10M505
"AMERICUS, CITY OF (MILL CREEK WPCP)",GA0047767,104 MILL CREEK RD,AMERICUS,GA,31709,1.10065E+11,32.037472,-84.231667,4.4,2.2,POTW,MWD,GA0047767 GAL047767
AMES WATER POLLUTION CONTROL FACILITY,IA0035955,76797 280TH STREET,AMES,IA,50010,1.10002E+11,41.956389,-93.556111,20.4,12.1,POTW,MWD,IA0035955
AMGEN MANUFACTURING LIMITED,PR0026695,STATE ROAD PR-31 KM .24.6,JUNCOS,PR,777,1.10021E+11,18.235793,-65.904429,0.5,0.64,NON-POTW,POF,PR0026695 PRR053017 PRR05BJ41 PRR10BA17
AMHERST (T) WWTF #16,NY0025950,455 TONAWANDA CREEK ROAD,AMHERST,NY,14228,1.10041E+11,43.05021,-78.8136,36,,POTW,MWD,NY0025950 NYR00D405
AMHERST W W T P,MA0100218,1 MULLIN WAY,HADLEY,MA,1035,1.1001E+11,42.387696,-72.537382,7.1,,POTW,MWD,MA0100218 MAR054048
AMHERST WPCC,OH0021628,931 LAKE ST,AMHERST,OH,44001,1.10001E+11,41.40868,-82.23902,3.5,,POTW,MWD,OH0021628
"AMITE CITY, TOWN OF- AMITE CITY STP",LA0038431,END OF CHERRY ST,AMITE,LA,70422,1.10065E+11,30.718831,-90.498154,0.8,,POTW,MWD,LA0038431
AMITY TWP STP,PA0070351,120 OLD PHILADELPHIA PIKE,DOUGLASSVILLE,PA,19518-1815,1.10001E+11,40.2514,-75.726571,2.2,,POTW,CTG,PA0070351
"AMMUNITION OPERATIONS, LLC",AR0001163,2592 ARKANSAS HIGHWAY 15 NORTH,LONOKE,AR,72086,1.1E+11,34.799,-92.0002,,0.501,NON-POTW,COR,AR0001163 ARG250014 ARG250017 ARR00A251
AMORY POTW,MS0045489,HIGHWAY 278 WEST,AMORY,MS,38821,1.10009E+11,33.977611,-88.515417,2,,POTW,MWD,MS0045489 MSL045489
AMPHENOL CORP-AEROSPACE OPERATIONS,NY0003824,40-60 DELAWARE ST,SIDNEY,NY,13838,1.1E+11,42.308896,-75.397532,,1.345,NON-POTW,POF,NY0003824
AMSTERDAM (C) WWTP,NY0020290,"QUIST RD, RTE 5",AMSTERDAM,NY,12010,1.10002E+11,42.921,-74.1665,10,,POTW,MWD,NY0020290
ANACORTES WWTP,WA0020257,500 T AVE,ANACORTES,WA,98221-1667,1.10013E+11,48.521008,-122.604713,,,NON-POTW,POF,WA0020257 WAG994536 WAL020257 WAR045549 WAR124608 WAR311036
ANADARKO PWA,OK0028151,801 NE 7TH ST.,ANADARKO,OK,73005,1.10002E+11,35.092278,-98.223194,1.92,0.76,POTW,MWD,OK0028151
ANAMOSA CITY OF STP,IA0025895,1205 WALWORTH AVENUE,ANAMOSA,IA,52205,1.10002E+11,42.105187,-91.287252,2.25,1.25,POTW,MWD,IA0025895
ANASTASIA ISLAND WWTF,FL0038831,860 W 16TH ST,ST AUGUSTINE,FL,32080-9145,1.10067E+11,29.856211,-81.291775,4.95,2.75,POTW,CNG,FL0038831 FLL038831 FLR05F524 FLR20AL69 FLR20FI32
"ANCHORAGE, MUNICIPALITY OF - JOHN M. ASPLUND WPCF",AK0022551,2300 HUTSON DRIVE,ANCHORAGE,AK,99503,1.10001E+11,61.196425,-150.023509,58,,POTW,CTG,AK0022551 AKL022543 AKL022551
ANDALUSIA FACILITY,AL0000868,14139 US HIGHWAY 84,ANDALUSIA,AL,36421,1.10057E+11,31.341944,-86.524167,,,NON-POTW,POF,AL0000868
ANDALUSIA RIVERSIDE WWTP,AL0055417,21938 RABREN ROAD,ANDALUSIA,AL,36420,1.10001E+11,31.305806,-86.522278,2.84,1.65,POTW,MWD,AL0055417 ALL055417
ANDERSON ROCKY RIVER,SC0023744,309 KIRKWOOD DR,ANDERSON,SC,29624,1.10001E+11,34.491944,-82.625278,,,POTW,CTG,SC0023744 SCL023744
ANDERSON WPCP,CA0077704,3701 RUPERT RD,ANDERSON,CA,96007,1.10001E+11,40.466389,-122.275,2,,POTW,MWD,CA0077704
ANDERSON WWTP,IN0032476,2801 GENE GUSTIN WAY,ANDERSON,IN,46011,1.10007E+11,40.112694,-85.717389,21.25,,POTW,MWD,IN0032476
ANDREWS WWTP,NC0020800,REAGAN AVE,ANDREWS,NC,28901,1.10007E+11,35.197561,-83.844071,1.5,,POTW,MWD,NC0020800 NCL020800
ANGOLA WWTP,IN0021296,270 E REDDING RD,ANGOLA,IN,46703,1.1004E+11,41.627389,-84.982361,1.7,1.12,POTW,MWD,IN0021296
ANGUILLA WASTEWATER TREATMENT FACILITY,VI0020036,3A & 4A BETHLEHEM MIDDLE WORKS,ST.CROIX,VI,820,1.1001E+11,17.7253,-64.78407,3.4,5,POTW,STF,VI0020036 VIL020036
ANGUS CHEMICAL COMPANY,LA0007854,350 HIGHWAY 2,STERLINGTON,LA,71280,1.1E+11,32.6907,-92.0826,,5.87,NON-POTW,POF,LA0007854 LAR05P571
ANMOORE FACILITY,WV0004707,101 NORTH PHILIPPI PIKE,"ANMOORE, WV",WV,26323,1.10065E+11,39.25496,-80.29091,,4.2,NON-POTW,COR,WV0004707
ANN ARBOR MS4,MI0053856,2000 SOUTH INDUSTRIAL HIGHWAY,ANN ARBOR,MI,48104,1.10004E+11,42.256639,-83.735913,,,POTW,MWD,MI0053856
ANN ARBOR WWTP,MI0022217,49 S DIXBORO RD,ANN ARBOR,MI,48105,1.1001E+11,42.26937,-83.66993,,,POTW,CTG,MI0022217
"ANNA MARIA, CITY OF",FLS267333,10005 GULF DRIVE,ANNA MARIA,FL,34216,1.10035E+11,27.52672,-82.7365,,,NON-POTW,MWD,FLS267333
ANNANDALE/MAPLE LAKE/HOWARD LAKE WWTP,MN0066966,1759 COUNTY ROAD 7 NW,MAPLE LAKE,MN,55358,1.10016E+11,45.22388,-93.99259,1.184,1.184,POTW,CTG,MN0024082 MN0066966
ANNAPOLIS WRF,MD0021814,7228 EDGEWOOD ROAD,ANNAPOLIS,MD,21401,1.1004E+11,38.961474,-76.476857,13,,POTW,MWD,MD0021814
ANNISTON ARMY DEPOT,AL0002658,7 FRANKFORD AVENUE,ANNISTON,AL,36201-4199,1.1E+11,33.629,-85.951,,,NON-POTW,FDF,AL0002658 ALR108398 ALR109157 ALR10AE90 ALR10AE91 ALR10AT15 ALR10BBPH ALR10BF39 ALR16ECE1 ALR16EEBY
ANNISTON CHOCCOLOCCO CREEK WWTP,AL0022195,35 FRIENDSHIP ROAD,OXFORD,AL,36203,1.10056E+11,33.6032,-85.8293,10.5,9.6,POTW,MWD,AL0022195 ALL022195 ALR10BHCK ALR162066
ANSON COUNTY REGIONAL WWTP,NC0041408,NCSR 1121,WADESBORO,NC,28170,1.10006E+11,34.899863,-80.00308,3.5,,POTW,CNG,NC0041408 NCG110079 NCL041408
ANSON-MADISON WWTF,ME0101389,49 PINE ST,MADISON,ME,4950,1.10007E+11,44.795381,-69.883282,7.84,,POTW,MWD,ME0101389 MEL101389 MER05B133
"ANSONIA WPCA, CITY OF",CT0100013,NORTH DIVISION STREET,ANSONIA,CT,6401,1.10007E+11,41.33114,-73.08029,3.5,,POTW,MWD,CT0100013
ANTHEM WATER CAMPUS WWTP,AZ0025429,39920 N GAVILAN PEAK PKWY,ANTHEM,AZ,85086,1.10016E+11,33.84647,-112.13712,3,,NON-POTW,POF,AZ0025429 AZDM89773 AZMS80939
ANTIETAM VLY STP,PA0026646,502 BUTTER LN,READING,PA,19606-1604,1.10011E+11,40.330844,-75.873521,1.225,,POTW,CTG,PA0026646 PAL026646 PAR903512
ANTIGO CITY OF,WI0022144,"N2420 KOSZAREK ROAD, ANTIGO, WISCONSIN",ANTIGO,WI,54409,1.1004E+11,45.114699,-89.16452,2.47,1.68,POTW,MWD,WI0022144
"ANTIOCH STP, VILLAGE OF",IL0020354,796 HOLBEK DRIVE,ANTIOCH,IL,60002,1.10018E+11,42.48015,-88.099358,9.2,2,POTW,MWD,IL0020354 ILL020354
ANTRIM TWP MUN AUTH STP,PA0080519,13431 WORLEYTOWN RD,GREENCASTLE,PA,17255,1.10001E+11,39.745833,-77.785833,1.2,,POTW,CTG,PA0080519
APC PAPER OF NY,NY0003042,100 REMINGTON AVENUE,NORFOLK,NY,13667,1.10001E+11,44.80498,-74.99516,,0.592,NON-POTW,POF,NY0003042
APCO - GLEN LYN,VA0000370,100 APCO RD,GLEN LYN,VA,240939726,1.10001E+11,37.37039,-80.8616,,357,NON-POTW,COR,VA0000370 VA0080837
APEX WATER RECLAMATION FACILITY,NC0064050,300 PRISTINE WATERS DR,APEX,NC,27502,1.10065E+11,35.71007,-78.83293,3.6,,POTW,MWD,NC0064050 NCL064050
"APG POLYTECH, LLC",WV0000132,27610 HUNTINGTON ROAD,APPLE GROVE,WV,25502,1.10065E+11,38.666747,-82.183141,,0.764,NON-POTW,COR,WV0000132
"APOPKA, CITY OF",FLS266787,120 E MAIN ST,APOPKA,FL,32703,1.1007E+11,28.67312,-81.50847,,,NON-POTW,MWD,FLS266787
APPALACHIAN POWER COMPANY - JOHN E. AMOS PLANT,WV0001074,1530 WINFIELD ROAD,"WINFIELD, WV",WV,25213,1.10042E+11,38.473149,-81.82313,,31.79,NON-POTW,COR,WV0001074 WV0078859 WV0116254 WVR102495 WVR104417 WVR104989
APPALACHIAN POWER COMPANY DBA AMERICAN ELECTRIC POWER - MOUNTAINEER PLANT,WV0048500,W.V. ROUTE 62,NEW HAVEN,WV,25265,1.10065E+11,38.981142,-81.932632,,4.85,NON-POTW,COR,WV0048500
APPLETON CITY WWTF,WI0023221,59 WEIMAR COURT,APPLETON,WI,54915,1.1004E+11,44.264766,-88.376785,,,POTW,MWD,WI0023221
"APPLETON COATED LLC, COMBINED LOCKS MILL",WI0000990,540 PROSPECT ST,COMBINED LOCKS,WI,54113,1.10017E+11,44.269643,-88.308421,,,NON-POTW,POF,WI0000990 WIG003785
APPOMATTOX RIVER WATER AUTHORITY,VA0005819,21300 CHESDIN RD,PETERSBURG,VA,23803,1.10001E+11,37.225555,-77.519165,,3.3,NON-POTW,COR,VA0005819
APPVION OPR (APPLETON PAPERS),PA0008265,SPRING MILL,ROARING SPRING,PA,16673-1488,1.1E+11,40.33873,-78.405175,4.84,,NON-POTW,POF,PA0008265
APRA HARBOR WWTP,GU0110019,NAVAL STATION PWC,APRA HARBOR NAVAL BASE,GU,96932,1.10065E+11,13.377222,144.680833,4.3,2.73,NON-POTW,FDF,GU0110019
APS - WEST PHOENIX POWER PLANT,AZ0023159,4606 W HADLEY ST,PHOENIX,AZ,85043,1.10017E+11,33.43955,-112.15798,0.225,,NON-POTW,POF,AZ0023159 AZU000058
APS FOUR CORNERS POWER PLANT,NN0000019,"P.O. BOX 355, MS 4981",SAN JUAN COUNTY,NM,87416,1.10042E+11,36.68881,-108.48036,,1712,NON-POTW,POF,AZR05I307 NN0000019
AQUA ILLINOIS - UNIVERSITY PARK WWTF,IL0024473,24650 SOUTH WESTERN AVENUE,UNIVERSITY PARK,IL,60466,1.10065E+11,41.4439,-87.67087,6.44,2.43,NON-POTW,POF,IL0024473
AQUA INDIANA MAIN ABOITE WWTP,IN0035378,9741 WOODLAND RIDGE EAST.,FORT WAYNE,IN,46814,1.10007E+11,41.040917,-85.232583,2.25,3.25,NON-POTW,MXO,IN0035378
"AQUA INDIANA, INC. - MIDWEST FACILITY",IN0042391,6811 ENGLE RD,FORT WAYNE,IN,46804,1.10007E+11,41.040778,-85.232778,3.5,,NON-POTW,MXO,IN0042391
AQUA OHIO WATER CO INC - BLACKLICK WWTP,OH0036021,4010 SIGNAL DR,COLUMBUS,OH,43227,1.10065E+11,39.89583,-82.85958,,1.2,POTW,MXO,OH0036021
AQUA PA MEDIA STP,PA0024121,635 S RIDLEY CREEK RD,MEDIA,PA,19063-4724,1.10018E+11,39.9136,-75.40005,1.8,,NON-POTW,COR,PA0024121 PAL024121
AQUA/ EAGLE ROCK (LITTLE WASHINGTON WASTEWATER CO),PA0061590,1 COUNTRY CLUB DR,HAZLE TOWNSHIP,PA,18202-9169,1.10011E+11,40.926672,-76.151027,1.318,,NON-POTW,COR,PA0061590 PAL061590
AQUATECH FLUID RECOVERY SERVICES - FRANKLIN FACILITY,PA0101508,5148 US 322,CRANBERRY,PA,16323,1.10065E+11,41.37219,-79.79155,0.3,,NON-POTW,COR,PA0101508
AQUIA WASTEWATER TREATMENT PLANT,VA0060968,75 COAL LANDING RD,STAFFORD,VA,22554,1.10008E+11,38.44636,-77.39547,10,,POTW,CTG,VA0060968 VAL060968 VAN010023
ARANSAS PASS WWTP,TX0025682,527 RANSOM ISLAND RD,ARANSAS PASS,TX,78335,1.10001E+11,27.887586,-97.14881,1.6,,POTW,MWD,TX0025682
ARCADIA WASTEWATER TREATMENT FACILITY,WI0023230,"1070 MIDDLE ROAD, ARCADIA, WI",ARCADIA,WI,54612,1.10002E+11,44.23727,-91.51195,0.7,2.117,POTW,MWD,WI0023230
ARCATA WWTF,CA0022713,600 SOUTH G STREET,ARCATA,CA,95521,1.10037E+11,40.851501,-124.089753,2.3,,POTW,MWD,CA0005908 CA0022713 CA0023396 CA0023981
ARCELORMITTAL CLEVELAND LLC,OH0000957,3040 EGGERS AVE,CLEVELAND,OH,44105,1.10012E+11,41.463486,-81.667828,,,NON-POTW,POF,OH0000957
ARCELORMITTAL PLATE COATESVILLE,PA0011568,139 MODENA ROAD,COATESVILLE,PA,19320,1.10006E+11,39.98301,-75.82791,0.973,,NON-POTW,COR,PA0011568 PAR800076
ARCELORMITTAL PLATE CONSHOHOCKEN PLT,PA0050326,900 CONSHOHOCKEN RD,CONSHOHOCKEN,PA,19428,1.10001E+11,40.090954,-75.31707,1.2,,NON-POTW,COR,PA0050326
ARCELORMITTAL RIVERDALE LLC,IL0002119,13500 SOUTH PERRY AVENUE,RIVERDALE,IL,60827,1.10016E+11,41.656474,-87.625847,,,NON-POTW,POF,IL0002119 IL0076295 ILR10S452
"ARCELORMITTAL STEELTON, LLC",PA0008303,215 S FRONT ST,STEELTON,PA,17113-2538,1.1E+11,40.226389,-76.848611,22.6,,NON-POTW,COR,PA0008303
ARCELORMITTAL TUBULAR PRODUCTS USA LLC,OH0008338,132-140 W MAIN ST,SHELBY,OH,44875,1.10042E+11,40.88135,-82.66758,,0.3617,NON-POTW,POF,OH0008338
ARCELORMITTAL WARREN,OH0011274,2234 MAIN AVE SW,WARREN,OH,44481,1.10013E+11,41.211242,-80.81682,,,NON-POTW,POF,OH0011274
ARCHBOLD WWTP,OH0020796,515 SHORT BUEHRER RD,ARCHBOLD,OH,43502,1.10002E+11,41.5076,-84.31874,2.5,,POTW,MWD,OH0020796
ARCHER DANIELS MIDLAND CORN DIVISION,NE0130141,3000 EAST 8TH STREET,COLUMBUS,NE,68601,1.10064E+11,41.42405,-97.28956,,,NON-POTW,POF,NE0130141
ARCHER DANIELS MIDLAND CORN PROCESSING,IA0003620,1251 BEAVER CHANNEL PKWY,CLINTON,IA,52732,1.1E+11,41.8196,-90.2122,9,9,NON-POTW,COR,IA0003620
ARCHIE ELLEDGE WWTP,NC0037834,2801 GRIFFITH RD,WINSTON SALEM,NC,271036417,1.1001E+11,36.036999,-80.309196,30,,POTW,MWD,NC0037834 NCG110013 NCL037834
ARCHROMA US INC/MARTIN PLANT,SC0042803,788 CHERT QUARRY ROAD,MARTIN,SC,29836,1.10001E+11,33.07165,-81.47648,,,NON-POTW,POF,SC0042803
"ARCLIN U.S.A., LLC.- DODSON FACILITY",LA0007501,344 TANNEHILL RD,DODSON,LA,71422,1.10001E+11,32.039444,-92.655,,9.94,NON-POTW,POF,LA0007501 LAR05N055 LAR05P356
"ARCLIN USA, INC",NC0000892,790 CORINTH RD,MONCURE,NC,27559,1.1E+11,35.603333,-79.048889,0.1,,NON-POTW,POF,NC0000892
ARCONIC DAVENPORT WORKS,IA0003395,4879 STATE STREET,BETTENDORF,IA,52722,1.1E+11,41.53115,-90.4682,0.72,0.72,NON-POTW,COR,IA0003395
ARCONIC TENNESSEE LLC - NORTH PLANT,TN0067199,2300 NORTH HALL ROAD,ALCOA,TN,37701,1.10071E+11,35.7938,-83.9703,0.644,0.61,NON-POTW,POF,TN0065081 TN0067199 TNR134953
ARCONIC US LLC,TN0065081,2300 NORTH WRIGHT ROAD AND 300 NORTH HALL ROAD,ALCOA,TN,37701,1.10071E+11,35.7938,-83.9703,3.53,3.53,NON-POTW,POF,TN0065081 TN0067199 TNR134953
ARCONIC US LLC,IN0001210,3131 MAIN ST,LAFAYETTE,IN,479052272,1.1E+11,40.395778,-86.859639,,0.92,NON-POTW,POF,IN0001210
"ARCONIC, INC. - MASSENA OPERATIONS",NY0001732,PARK AVE EAST,MASSENA,NY,13662,1.10001E+11,44.950425,-74.893685,,23.1,NON-POTW,POF,NY0001732
ARDMORE PWA,OK0038440,3600 SUTTON RD,ARDMORE,OK,73402,1.10024E+11,34.211417,-97.096,5.9,3.5,POTW,MWD,OK0038440
ARGONNE NATIONAL LABORATORY,IL0034592,9700 SOUTH CASS AVENUE,ARGONNE,IL,60439,1.10042E+11,41.707232,-87.981551,,,NON-POTW,FDF,IL0034592 ILG870741 ILR10I618
ARGOS PUERTO RICO CORPORATION,PR0001163,"ROAD 2, KM 26.7",DORADO,PR,946,1.10001E+11,18.3944,-66.2976,,0.2286,NON-POTW,POF,PR0001163 PRR053099
ARIZONA CITY SANITARY DISTRICT - WWTP,AZ0024244,12922 S KASHMIR RD,ARIZONA CITY,AZ,85123,1.10007E+11,32.7627,-111.68557,1.5,,POTW,MWD,AZ0024244
"ARKADELPHIA, CITY OF ",AR0020605,SOUTH 3RD STREET AND OPEN BANKS ROAD,ARKADELPHIA,AR,71923,1.10001E+11,34.0842,-93.0514,3,2.26,POTW,MWD,AR0020605 ARL020605
"ARKADELPHIA, CITY OF - SUN BIO MATERIAL LINERBOARD PROJECT",AR0052761,US HWY 67 SOUTH,ARKADELPHIA,AR,71923,1.1007E+11,34.033056,-93.001944,11.2,6.03,NON-POTW,CTG,AR0052761
"ARKANSAS CITY, CITY OF",KS0044831,1701 SOUTH M STREET,ARKANSAS CITY,KS,67005,1.10006E+11,37.04316,-97.02387,2.1,,POTW,CTG,KS0044831
ARKANSAS ELECTRIC COOPERATIVE CORPORATION-HARRY L. OSWALD GENERATING STATION,AR0049255,17400 HIGHWAY 365 SOUTH,WRIGHTSVILLE,AR,72206,1.10025E+11,34.5878,-92.2161,1.44,0.49,NON-POTW,COR,AR0049255 ARR00C443
ARKEMA CHEMICALS INC,NY0068225,3289 GENESEE STREET,PIFFARD,NY,14533,1.10019E+11,42.831474,-77.842301,,0.078,NON-POTW,POF,NY0068225
ARKEMA HOUSTON CHEMICAL PLANT,TX0007064,2231 HADEN ROAD,HOUSTON,TX,77015,1.10057E+11,29.760597,-95.171863,0.403,0.403,NON-POTW,POF,TX0007064
ARKEMA INC,KY0003603,4444 INDUSTRIAL PKWY,CALVERT CITY,KY,42029,1.1E+11,37.056699,-88.365727,4.62,4.35,NON-POTW,POF,KY0003603
ARKEMA INC,AL0042447,13755 HWY 43 N,AXIS,AL,36505,1.10025E+11,30.979167,-88.028833,,,NON-POTW,POF,AL0042447 ALU002668
ARLANXEO ORANGE SITE,TX0003654,"4647 FM 1006,2800' SE INTX FM",WEST ORANGE,TX,776312000,1.1E+11,30.047146,-93.769768,,6,NON-POTW,POF,TX0003654
ARLINGTON COUNTY MS4,VA0088579,2100 CLARENDON BLVD STE 717 - 1 COURTHOUSE PLAZA,ARLINGTON,VA,22201,1.10002E+11,38.8439,-77.05692,0,,POTW,MWD,VA0025143 VA0088579 VAN010021
ARLINGTON COUNTY WATER POLLUTION CONTROL FACILITY,VA0025143,3402 S GLEBE RD,ARLINGTON,VA,22201,1.10002E+11,38.8439,-77.05692,40,,POTW,CTG,VA0025143 VA0088579 VAN010021
ARLINGTON EAST WWTF,FL0026441,1555 MILLCOE RD,JACKSONVILLE,FL,32225-6301,1.10036E+11,30.345932,-81.541225,15,16.2,NON-POTW,POF,FL0026441 FLL026441 FLR05B505 FLR10GQ99 FLR10HC38
ARLINGTON MS4,TXS000301,ALLL AREAS - CORPORATE BOUNDARY OF THE CITY OF ,ARLINGTON,TX,76010,1.10002E+11,32.73559,-97.10749,,,NON-POTW,CTG,TXS000301
ARLINGTON WWTP,NY0026271,78 SAND DOCK ROAD,POUGHKEEPSIE,NY,12601,1.10064E+11,41.64782,-73.94018,4,,POTW,MWD,NY0026271 NYR00D552
ARNOLD AIR FORCE BASE (ARNOLD ENGINEERING DEVELOPMENT COMPLEX),TN0003751,"100 KINDEL DRIVE, COFFEE AND FRANKLIN COUNTIES",ARNOLD AFB,TN,37389,1.10017E+11,35.3778,-86.0456,49.67,16.1,NON-POTW,FDF,TN0003751 TNR053036 TNR053487
ARROYO AQUACULTURE WWTF,TX0103811,36386 MARSHALL HUTTS RD,CAMERON COUNTY,TX,78583,1.10007E+11,26.336722,-97.434972,,100,NON-POTW,POF,TX0103811
"ARTAZN, LLC",TN0001899,2500 OLD STAGE ROAD,GREENEVILLE,TN,37745,1.1E+11,36.195831,-82.743441,2.22,3,NON-POTW,POF,TN0001899
ARTHUR KILL GENERATING STATION,NY0005100,4401 VICTORY BLVD,STATEN ISLAND (SUBDIVISION),NY,10314,1.10001E+11,40.587074,-74.198696,,660.1,NON-POTW,POF,NY0005100
ARVAH B HOPKINS GENERATING STATION,FL0025518,1125 GEDDIE RD,TALLAHASSEE,FL,32304-6616,1.10011E+11,30.451976,-84.399472,1.86,,NON-POTW,POF,FL0025518 FLR05B822 FLR10Z249
ASARCO RAY MINE OPERATIONS,AZ0000035,HIGHWAY 177 AND RAY OPERATIONS ROAD,KEARNY,AZ,85137,1.1E+11,33.156,-110.978,3.38,,NON-POTW,POF,AZ0000035
ASBURY PARK WTP,NJ0025241,1701 OCEAN AVE,ASBURY PARK CITY,NJ,77120000,1.10002E+11,40.227057,-73.99222,4.4,,POTW,MWD,NJ0025241
ASCEND CHOCOLATE BAYOU PLANT,TX0003875,"ADJ FMR 2917, APROX 1.25 MI NW INTEX FMR 2917",ALVIN,TX,77512,1.10001E+11,29.24912,-95.2142,7.8,7.8,NON-POTW,POF,TX0003875
ASCEND PERFORMANCE MATERIALS LLC,FL0002488,3000 OLD CHEMSTRAND RD,CANTONMENT,FL,32533,1.10027E+11,30.596678,-87.251977,27,,NON-POTW,POF,FL0002488 FLR05C602 FLR10J068 FLR10KU13 FLR10MC39 FLR10RF10 FLR10RF11
"ASCEND PERFORMANCE MATERIALS OPERATIONS, LLC",AL0000116,1050 CHEMSTRAND AVE,DECATUR,AL,35601,1.10007E+11,34.633889,-87.024444,,,NON-POTW,POF,AL0000116 ALG670235 ALR10AS31 ALR10BHBS ALR16EG87
ASH CREEK WWTP,TX0023116,816 PARK RD,AZLE,TX,76020,1.10064E+11,32.888187,-97.531729,1.44,,POTW,MWD,TX0023116
"ASHBURN, CITY OF (AIRPORT WPCP)",GA0025852,410 ROCKHOUSE RD,ASHBURN,GA,31714,1.10007E+11,31.683472,-83.629278,1.16,0.736,POTW,MWD,GA0025852 GAL025852
